,zpid,city,zipcode,homeType,yearBuilt,latestPrice,numPriceChanges,avgSchoolDistance,Candidate,avgSchoolRating,latest_saleyear,propertyTaxRate
9,83827468,del valle,78617,Single Family,2013,194800,1,1.2,0,3,2018,1.98
11,241930967,del valle,78617,Single Family,2016,250000,1,1.2,0,3,2019,1.98
12,69808966,del valle,78617,Single Family,2005,239900,9,0.633333333,0,3.333333333,2020,1.98
13,64520966,del valle,78617,Single Family,2003,200000,1,1.833333333,0,3,2018,1.98
14,83813460,del valle,78617,Single Family,2010,131679,5,1.233333333,0,3,2020,1.98
15,29470450,del valle,78617,Single Family,2000,200000,1,1.466666667,0,3,2020,1.98
16,70341946,del valle,78617,Single Family,2009,212000,5,0.566666667,0,3.333333333,2019,1.98
232,246905609,del valle,78617,Single Family,2017,289900,7,4.033333333,0,3,2019,1.98
604,80104443,del valle,78617,Single Family,2009,179900,2,0.8,0,3.333333333,2018,1.98
611,70341938,del valle,78617,Single Family,2008,195000,1,0.6,0,3.333333333,2019,1.98
619,80102437,del valle,78617,Single Family,2008,79000,9,0.8,0,3.333333333,2019,1.98
627,70345937,del valle,78617,Single Family,2005,150000,4,0.766666667,0,3.333333333,2019,1.98
633,29469933,del valle,78617,Single Family,1996,200000,1,1.633333333,0,3,2020,1.98
644,83833429,del valle,78617,Single Family,2013,199800,4,1.266666667,0,3,2020,1.98
654,29470429,del valle,78617,Single Family,2001,205000,1,1.433333333,0,3,2020,1.98
663,83819425,del valle,78617,Single Family,2007,210000,2,1.3,0,3,2018,1.98
671,80087925,del valle,78617,Single Family,2008,189400,2,0.733333333,0,3.333333333,2018,1.98
679,70341923,del valle,78617,Single Family,2009,269000,3,0.533333333,0,3.333333333,2019,1.98
689,29470419,del valle,78617,Single Family,1998,199900,1,1.4,0,3,2019,1.98
696,145657415,del valle,78617,Single Family,2016,280000,1,1.166666667,0,3,2018,1.98
702,251029914,del valle,78617,Single Family,2017,236900,1,1.166666667,0,3,2019,1.98
710,70345913,del valle,78617,Single Family,2006,174900,3,0.733333333,0,3.333333333,2018,1.98
720,83830909,del valle,78617,Single Family,2011,164900,4,1.2,0,3,2020,1.98
730,70345908,del valle,78617,Single Family,2006,187500,3,0.733333333,0,3.333333333,2018,1.98
738,70341902,del valle,78617,Single Family,2006,249000,2,0.533333333,0,3,2020,1.98
746,63712399,del valle,78617,Single Family,2004,169000,1,0.633333333,0,3,2020,1.98
761,29470395,del valle,78617,Single Family,1999,199900,3,1.533333333,0,3.333333333,2020,1.98
771,29470392,del valle,78617,Single Family,1999,184000,1,1.533333333,0,3,2018,1.98
777,83826891,del valle,78617,Single Family,2013,205000,3,1.233333333,0,3.333333333,2019,1.98
788,83813891,del valle,78617,Single Family,2014,195000,2,1.233333333,0,3,2020,1.98
797,70345883,del valle,78617,Single Family,2007,215000,1,0.666666667,0,3,2018,1.98
806,70345882,del valle,78617,Single Family,2006,179900,2,0.666666667,0,3,2019,1.98
825,80096879,del valle,78617,Single Family,2008,200000,1,0.6,0,3,2019,1.98
846,70345876,del valle,78617,Single Family,2012,196000,2,0.733333333,0,3,2018,1.98
861,70341872,del valle,78617,Single Family,2005,194900,2,0.633333333,0,3.333333333,2020,1.98
875,29470367,del valle,78617,Single Family,2001,191000,1,1.566666667,0,3,2019,1.98
883,70341866,del valle,78617,Single Family,2006,185000,2,0.633333333,0,3,2019,1.98
890,70342359,del valle,78617,Single Family,2010,205000,3,1.633333333,0,7,2018,1.98
901,64488353,del valle,78617,Single Family,2004,199000,2,0.566666667,0,3.333333333,2018,1.98
905,70345852,del valle,78617,Single Family,2006,207000,4,0.666666667,0,3.333333333,2019,1.98
911,70342345,del valle,78617,Single Family,2015,210000,2,1.8,0,3,2018,1.98
922,70345844,del valle,78617,Single Family,2005,198000,2,0.7,0,3.333333333,2018,1.98
929,70342344,del valle,78617,Single Family,2010,210000,1,1.8,0,3.333333333,2018,1.98
939,80098843,del valle,78617,Single Family,2009,199900,3,0.833333333,0,7,2020,1.98
946,70341841,del valle,78617,Single Family,2010,221999,1,0.5,0,3,2020,1.98
952,70345835,del valle,78617,Single Family,2005,160000,2,0.666666667,0,3.333333333,2018,1.98
959,29470334,del valle,78617,Single Family,1996,219900,2,1.533333333,0,3,2018,1.98
965,29470332,del valle,78617,Single Family,1997,170000,1,1.6,0,3,2020,1.98
973,70345827,del valle,78617,Single Family,2006,184945,1,0.6,0,3,2018,1.98
990,64650811,del valle,78617,Single Family,2003,200000,1,1.833333333,0,3,2019,1.98
996,29470310,del valle,78617,Single Family,1997,175000,7,1.533333333,0,7,2019,1.98
1004,62576806,del valle,78617,Single Family,2003,194900,1,1.733333333,0,3.333333333,2018,1.98
1011,63351795,del valle,78617,Single Family,2004,183500,1,0.566666667,0,3,2019,1.98
1046,80100763,del valle,78617,Single Family,2007,215000,3,0.733333333,0,3.333333333,2019,1.98
1054,64601258,del valle,78617,Single Family,2003,190000,3,1.833333333,0,3,2019,1.98
1066,80088255,del valle,78617,Single Family,2006,209999,4,0.766666667,0,3.333333333,2019,1.98
1097,241930737,del valle,78617,Single Family,2017,249990,1,1.2,0,3.333333333,2020,1.98
1114,80088492,del valle,78617,Single Family,2009,215000,2,0.9,0,3,2020,1.98
1136,83826716,del valle,78617,Single Family,2013,210000,1,1.266666667,0,3,2019,1.98
1144,70348711,del valle,78617,Single Family,2005,215000,1,1.233333333,0,7,2020,1.98
1161,70334702,del valle,78617,Single Family,2005,166000,7,0.466666667,0,3.333333333,2019,1.98
1181,145658189,del valle,78617,Single Family,2015,229900,4,1.2,0,3,2019,1.98
1196,80089988,del valle,78617,Single Family,2006,179900,2,1.233333333,0,3,2018,1.98
1205,83831657,del valle,78617,Single Family,2007,199000,1,1.166666667,0,3.333333333,2018,1.98
1219,58311653,del valle,78617,Single Family,2001,199000,2,1.5,0,3,2019,1.98
1226,124836616,del valle,78617,Single Family,2014,233000,6,1.133333333,0,3.333333333,2018,1.98
1244,70356608,del valle,78617,Single Family,2005,160000,4,1.233333333,0,3,2020,1.98
1253,80100595,del valle,78617,Single Family,2007,214990,1,0.633333333,0,3,2018,1.98
1257,63228478,del valle,78617,Single Family,2004,111500,1,0.6,0,3.333333333,2018,1.98
1263,69809089,del valle,78617,Single Family,2006,199000,1,0.733333333,0,3,2019,1.98
1270,63838089,del valle,78617,Single Family,2004,74000,7,1.7,0,3,2020,1.98
1283,83815079,del valle,78617,Single Family,2013,195000,3,1.233333333,0,3,2019,1.98
1289,79977079,del valle,78617,Single Family,2007,185000,1,0.833333333,0,3,2019,1.98
1296,89546577,del valle,78617,Single Family,2012,218900,2,0.666666667,0,3,2019,1.98
1304,79977077,del valle,78617,Single Family,2007,144900,2,0.733333333,0,3.333333333,2019,1.98
1312,83833074,del valle,78617,Single Family,2007,194900,1,1.166666667,0,3,2019,1.98
1333,241930567,del valle,78617,Single Family,2016,229900,1,1.2,0,3.333333333,2020,1.98
1353,145656041,del valle,78617,Single Family,2015,250000,1,1.233333333,0,3,2019,1.98
1361,70342041,del valle,78617,Single Family,2012,199990,1,0.633333333,0,3.333333333,2019,1.98
1377,63838037,del valle,78617,Single Family,2004,228000,3,0.6,0,3,2020,1.98
1388,63838036,del valle,78617,Single Family,2004,179900,3,0.633333333,0,3,2020,1.98
1393,83832020,del valle,78617,Single Family,2013,214990,3,1.233333333,0,3,2020,1.98
1398,83814520,del valle,78617,Single Family,2008,77500,7,1.166666667,0,3.333333333,2020,1.98
1403,63838016,del valle,78617,Single Family,2004,215000,3,0.566666667,0,3,2019,1.98
4108,29464967,del valle,78617,Apartment,1982,260000,3,4.9,0,3,2019,1.98
13955,80093853,del valle,78617,Condo,2006,137500,6,1.266666667,0,3.333333333,2019,1.98
821,303838934,austin,78652,Single Family,2018,480000,1,4.7,0,3,2019,1.98
5290,2081034813,manchaca,78652,Single Family,2020,392735,1,1.466666667,0,3,2020,1.98
7162,241933386,manchaca,78652,Single Family,2016,299500,1,1.466666667,0,3,2018,1.98
7358,2081020538,manchaca,78652,Single Family,2020,329124,3,1.466666667,0,3,2018,1.98
1297,64751528,manor,78653,Vacant Land,2003,619900,7,3.866666667,0,3,2019,1.98
10832,305429202,austin,78653,Single Family,2018,269990,1,3.1,0,3,2018,1.98
10974,29431946,manor,78653,Single Family,1980,119900,2,3.1,0,3,2019,1.98
11014,2079811780,manor,78653,Single Family,2020,324990,1,2.133333333,0,3.333333333,2018,1.98
0,111373431,pflugerville,78660,Single Family,2012,305000,5,1.266666667,1,3.333333333,2018,1.98
1,120900430,pflugerville,78660,Single Family,2013,295000,1,1.4,1,3.333333333,2018,1.98
2,2084491383,pflugerville,78660,Single Family,2018,256125,1,1.2,1,3,2019,1.98
3,120901374,pflugerville,78660,Single Family,2013,240000,4,1.4,1,3.666666667,2018,1.98
4,60134862,pflugerville,78660,Single Family,2002,239900,3,1.133333333,1,3,2018,1.98
5,2080105342,pflugerville,78660,Single Family,2020,309045,2,1.066666667,1,3.333333333,2018,1.98
6,241932337,pflugerville,78660,Single Family,2016,315000,2,1.233333333,1,3.333333333,2019,1.98
7,60134835,pflugerville,78660,Single Family,2002,219900,2,1.166666667,1,3.333333333,2020,1.98
8,60134833,pflugerville,78660,Single Family,2002,225000,1,1.166666667,1,3,2019,1.98
10,241932327,pflugerville,78660,Single Family,2016,279900,2,1.2,1,3,2019,1.98
85,111373282,pflugerville,78660,Single Family,2011,287500,3,1.333333333,1,3,2019,1.98
98,111371253,pflugerville,78660,Single Family,2011,225000,5,1.333333333,1,3,2019,1.98
106,251030246,pflugerville,78660,Single Family,2017,285000,1,1.2,1,3,2020,1.98
122,114405230,pflugerville,78660,Single Family,2011,293300,6,1.3,1,3.333333333,2020,1.98
136,120898222,pflugerville,78660,Single Family,2013,299900,5,1.4,1,3,2020,1.98
179,120896203,pflugerville,78660,Single Family,2013,315000,1,1.4,1,3.333333333,2020,1.98
192,2087686692,pflugerville,78660,Single Family,2017,289000,1,1.233333333,1,3.333333333,2020,1.98
254,305432656,pflugerville,78660,Single Family,2020,335269,1,1.566666667,1,3,2018,1.98
289,249912949,pflugerville,78660,Single Family,2019,336990,1,1.3,1,3,2020,1.98
299,241936636,pflugerville,78660,Single Family,2017,249900,3,1.2,1,3.333333333,2020,1.98
307,120290135,pflugerville,78660,Single Family,2013,304000,1,1.4,1,3.333333333,2018,1.98
314,241936634,pflugerville,78660,Single Family,2016,274900,1,1.233333333,1,3,2020,1.98
332,241936631,pflugerville,78660,Single Family,2016,254990,1,1.2,1,3,2021,1.98
363,119984117,pflugerville,78660,Single Family,2013,300000,1,1.3,1,7,2020,2.01
370,241936613,pflugerville,78660,Single Family,2016,289500,1,1.233333333,1,3,2019,1.98
386,241936608,pflugerville,78660,Single Family,2016,309900,2,1.2,1,3.666666667,2020,1.98
395,241936607,pflugerville,78660,Condo,2016,265000,1,1.2,1,3.666666667,2020,1.98
423,249891101,pflugerville,78660,Single Family,2019,311250,2,1.266666667,1,3,2019,1.98
433,251030097,pflugerville,78660,Single Family,2017,289900,1,1.2,1,3.666666667,2020,1.98
449,249912947,pflugerville,78660,Single Family,2017,390000,2,1.333333333,1,3,2019,1.98
456,251032578,pflugerville,78660,Single Family,2017,299990,1,1.766666667,1,2.666666667,2019,1.98
474,251030552,pflugerville,78660,Condo,2017,300000,1,1.2,1,5,2020,1.98
493,120900046,pflugerville,78660,Single Family,2013,249990,1,1.4,1,4.333333333,2019,1.98
509,120897535,pflugerville,78660,Single Family,2014,249087,11,1.333333333,1,5,2020,1.98
519,251030534,pflugerville,78660,Single Family,2017,278000,3,1.2,1,2.666666667,2019,1.98
530,249878946,pflugerville,78660,Single Family,2019,310990,1,1.233333333,1,2.666666667,2020,1.98
9212,89548921,austin,78701,Condo,2008,429900,3,1.366666667,1,3,2018,1.98
9217,89550912,austin,78701,Condo,2008,415000,1,1.366666667,1,3,2019,1.98
9218,29385912,austin,78701,Condo,1964,435000,1,1.433333333,1,3,2019,1.98
9226,62605383,austin,78701,Condo,1925,899900,5,1.833333333,1,2.666666667,2018,1.98
9231,64448613,austin,78701,Condo,2004,1049000,2,2.033333333,1,3,2018,1.98
9249,29390825,austin,78701,Single Family,1939,3495000,6,1.466666667,1,4,2018,1.98
9251,29390820,austin,78701,Single Family,1939,549000,5,1.466666667,1,4,2020,1.98
9258,29390773,austin,78701,Condo,1984,699000,12,1.5,1,3.666666667,2020,1.98
9209,96634727,austin,78702,Single Family,2018,1255000,1,1.4,1,8.333333333,2019,1.98
9210,29386722,austin,78702,Single Family,2013,599999,2,1.2,1,3,2019,1.98
9220,70338409,austin,78702,Townhouse,2016,1175000,3,1.366666667,1,4,2018,1.98
9232,29385112,austin,78702,Single Family,1966,606000,2,2.633333333,1,3,2018,1.98
9234,29385106,austin,78702,Single Family,1949,400000,6,2.6,1,4,2019,1.98
9235,29385105,austin,78702,Single Family,1919,550000,5,2.6,1,3.666666667,2020,1.98
9237,29388350,austin,78702,Single Family,1914,499000,2,1.266666667,1,3,2018,1.98
9241,29388341,austin,78702,Single Family,2016,780000,4,1.233333333,1,3,2019,1.98
9243,29387550,austin,78702,Single Family,2018,980000,1,1.266666667,1,8.333333333,2020,1.98
9245,251029546,austin,78702,Condo,2017,850000,1,1.466666667,1,2.666666667,2018,1.98
9246,29387544,austin,78702,Single Family,2019,1245000,4,1.366666667,1,2.666666667,2018,1.98
9247,2078446325,austin,78702,Single Family,1953,524000,1,1.433333333,1,7,2020,1.98
9254,29386810,austin,78702,Single Family,2018,750000,2,1.233333333,1,3.666666667,2020,1.98
9255,70326303,austin,78702,Single Family,2019,869900,5,1.366666667,1,2.666666667,2019,1.98
9256,29387521,austin,78702,Single Family,1930,534900,11,1.266666667,1,2.666666667,2020,1.98
9259,79981515,austin,78702,Single Family,2006,577000,6,1.4,1,8.333333333,2019,1.98
9260,79981514,austin,78702,Single Family,2006,627000,7,1.4,1,2.666666667,2020,1.98
9261,29388289,austin,78702,Vacant Land,2018,375000,2,1.633333333,1,3,2020,1.98
9264,29387470,austin,78702,Single Family,1910,580000,5,1.4,1,4.666666667,2020,1.98
9274,29382880,austin,78702,Single Family,1909,525000,5,1.133333333,1,3,2018,1.98
9277,29384370,austin,78702,Single Family,1974,159900,5,1.133333333,1,3,2019,1.98
9279,29384369,austin,78702,Single Family,1928,800000,4,1.133333333,1,3.666666667,2019,1.98
9281,29382868,austin,78702,Single Family,1916,875000,2,1.166666667,1,3,2018,1.98
9283,29384363,austin,78702,Single Family,2008,785000,2,1.133333333,1,8.333333333,2019,1.98
9292,29382854,austin,78702,Single Family,1917,585000,1,1.133333333,1,2.666666667,2020,1.98
9295,29384352,austin,78702,Single Family,1930,475000,4,1.133333333,1,3.666666667,2019,1.98
9297,29381478,austin,78702,Single Family,1931,605000,2,1.133333333,1,3.666666667,2019,1.98
9298,29381473,austin,78702,Single Family,1942,1425000,2,1.1,1,2.666666667,2020,1.98
9305,29382838,austin,78702,Single Family,1930,599900,1,1.1,1,8.333333333,2018,1.98
9310,29381466,austin,78702,Single Family,2019,6000,1,1.1,1,3.666666667,2018,1.98
9314,29384319,austin,78702,Single Family,1915,599995,7,1.1,1,3.666666667,2019,1.98
9318,2100092311,austin,78702,Single Family,1941,399000,2,0.933333333,1,3.666666667,2020,1.98
9322,29384304,austin,78702,Single Family,1920,825000,1,1.066666667,1,3.666666667,2019,1.98
9324,29384298,austin,78702,Single Family,1907,675000,1,1.033333333,1,3.666666667,2020,1.98
9326,29384292,austin,78702,Single Family,1933,415000,1,1.066666667,1,3,2020,1.98
9335,29384278,austin,78702,Single Family,2020,725000,1,1.066666667,1,3,2018,1.98
9338,29382261,austin,78702,Single Family,1928,395000,1,1.133333333,1,2.666666667,2020,1.98
9339,29382258,austin,78702,Single Family,1910,575000,4,1.133333333,1,7,2018,1.98
9344,29384254,austin,78702,Single Family,1999,279900,12,1.033333333,1,3,2020,1.98
9346,29382252,austin,78702,Single Family,2008,600000,1,1.133333333,1,3.666666667,2019,1.98
9349,29382250,austin,78702,Single Family,1928,485000,1,1.133333333,1,2.666666667,2018,1.98
9351,29382760,austin,78702,Single Family,1935,725000,5,1.166666667,1,2.666666667,2018,1.98
9352,29382242,austin,78702,Single Family,1945,649900,4,1.133333333,1,3,2018,1.98
9358,29382736,austin,78702,Single Family,1920,550000,2,1.166666667,1,3.666666667,2020,1.98
9360,29382233,austin,78702,Single Family,1928,450000,1,1.133333333,1,3,2019,1.98
9365,29382216,austin,78702,Single Family,1941,430000,3,1.2,1,6,2018,1.98
9372,29382206,austin,78702,Single Family,1938,599000,7,1.166666667,1,8.333333333,2020,1.98
9373,29383977,austin,78702,Single Family,1906,980000,12,0.933333333,1,6,2018,1.98
9375,29382204,austin,78702,Single Family,1948,700000,1,1.2,1,6,2018,1.98
9376,89550703,austin,78702,Condo,2007,440000,1,1.133333333,1,3,2018,1.98
9378,80108688,austin,78702,Condo,2007,535000,1,1.233333333,1,6,2018,1.98
9388,29382663,austin,78702,Single Family,1945,410000,1,1.033333333,1,3,2019,1.98
9395,29382652,austin,78702,Single Family,1921,390000,1,1,1,6,2021,1.98
9398,29382646,austin,78702,Single Family,2020,1449900,5,0.966666667,1,6,2019,1.98
9399,251033643,austin,78702,Condo,1930,599000,1,1,1,6,2018,1.98
9404,29382631,austin,78702,Single Family,1942,465000,2,1,1,8.333333333,2019,1.98
9407,29382626,austin,78702,Single Family,1934,450000,1,1,1,6,2018,1.98
9417,121657617,austin,78702,Single Family,2013,549000,6,0.966666667,1,5,2020,1.98
9419,241934432,austin,78702,Single Family,1920,894000,9,1,1,3,2019,1.98
9424,29382610,austin,78702,Single Family,1910,219000,12,1.033333333,1,5,2018,1.98
9446,29382579,austin,78702,Condo,2020,600000,3,0.933333333,1,5,2020,1.98
9460,29381559,austin,78702,Single Family,1937,450000,1,1.133333333,1,6,2020,1.98
9461,29381558,austin,78702,Single Family,1935,565000,1,1.133333333,1,8.666666667,2018,1.98
9462,29382557,austin,78702,Single Family,1940,695000,4,0.966666667,1,6,2019,1.98
9474,124843418,austin,78702,Condo,2015,500000,1,1.2,1,6,2019,1.98
9481,29382914,austin,78702,Single Family,1920,289000,6,1.1,1,5,2018,1.98
9482,29382530,austin,78702,Single Family,1932,319900,1,0.966666667,1,5,2019,1.98
9484,29382528,austin,78702,Single Family,2007,624900,5,0.933333333,1,5,2018,1.98
9493,29382522,austin,78702,Single Family,1939,415000,6,0.966666667,1,8.333333333,2018,1.98
9494,29382519,austin,78702,Single Family,1928,549000,1,0.966666667,1,5,2019,1.98
9497,29382514,austin,78702,Single Family,1940,565000,12,0.966666667,1,5,2019,1.98
9501,29381511,austin,78702,Single Family,1930,875000,1,1.133333333,1,5,2020,1.98
9504,29382895,austin,78702,Single Family,1937,525000,1,1.1,1,8,2018,1.98
9510,29384002,austin,78702,Single Family,1910,629900,6,0.966666667,1,5,2018,1.98
9511,29382502,austin,78702,Single Family,1934,699000,1,0.966666667,1,5,2020,1.98
9512,29384001,austin,78702,Single Family,1907,899000,16,0.966666667,1,3,2019,1.98
9531,29390994,austin,78702,Other,1995,700000,2,1.366666667,1,5,2018,1.98
9546,2081335244,austin,78702,Single Family,2013,614900,1,1.333333333,1,3.666666667,2019,1.98
9550,29389715,austin,78702,Single Family,2017,700000,3,1.3,1,3,2018,1.98
9554,29389702,austin,78702,Single Family,1939,470000,2,1.366666667,1,8,2021,1.98
9572,70353585,austin,78702,Single Family,1950,315000,2,1.4,1,5,2020,1.98
9578,29389562,austin,78702,Single Family,1951,325000,1,1.3,1,8.333333333,2018,1.98
9591,29389925,austin,78702,Single Family,2000,525000,2,1.633333333,1,5,2018,1.98
9594,29389920,austin,78702,Single Family,2012,102000,4,1.566666667,1,6.666666667,2018,1.98
9595,29389918,austin,78702,Single Family,1952,375000,2,1.566666667,1,5,2019,1.98
9605,29392359,austin,78702,Single Family,1966,281500,7,1.7,1,4,2019,1.98
9632,29392244,austin,78702,Single Family,1955,450000,4,1.533333333,1,4.666666667,2018,1.98
9633,29392240,austin,78702,Single Family,2018,650000,2,1.566666667,1,4.666666667,2019,1.98
9653,29390090,austin,78702,Single Family,1962,405000,3,1.766666667,1,4,2019,1.98
9660,29390060,austin,78702,Single Family,1947,405000,2,1.8,1,4.666666667,2020,1.98
9668,2083080891,austin,78702,Single Family,1935,485000,2,1.4,1,4,2019,1.98
9669,29385387,austin,78702,Single Family,2009,560000,5,1.066666667,1,3,2020,1.98
9670,29388380,austin,78702,Single Family,1928,300000,3,1.4,1,4.666666667,2019,1.98
9671,29388367,austin,78702,Vacant Land,2018,300000,4,1.433333333,1,4,2020,1.98
9672,29388363,austin,78702,Single Family,1998,695000,5,1.233333333,1,4,2019,1.98
9673,124840362,austin,78702,Single Family,1920,535000,2,1.033333333,1,8.333333333,2018,1.98
9674,29386850,austin,78702,Single Family,1976,459900,1,1.033333333,1,8.333333333,2018,1.98
9675,64864346,austin,78702,Single Family,2003,575000,4,1.5,1,4,2019,1.98
9676,121654844,austin,78702,Condo,2012,549000,2,1.366666667,1,4,2019,1.98
9677,2078014338,austin,78702,Single Family,1963,425000,1,1.4,1,4.666666667,2020,1.98
9678,29386837,austin,78702,Single Family,1976,595500,2,1.066666667,1,8,2019,1.98
9679,2079572332,austin,78702,Single Family,1957,1070000,2,1.4,1,8.333333333,2019,1.98
9680,29386831,austin,78702,Single Family,1984,389000,2,1.066666667,1,4.666666667,2019,1.98
9681,29388451,austin,78702,Single Family,1940,650000,2,1.333333333,1,3,2020,1.98
9682,29385321,austin,78702,Single Family,1945,470000,1,1.033333333,1,4.666666667,2020,1.98
9683,241931819,austin,78702,Condo,2006,505000,2,1.433333333,1,4.666666667,2018,1.98
9684,29386316,austin,78702,Single Family,1984,375000,1,1.066666667,1,4.666666667,2019,1.98
9685,29387811,austin,78702,Single Family,1929,349000,5,1.1,1,8,2019,1.98
9686,29386310,austin,78702,Single Family,1984,424888,7,1.033333333,1,4.666666667,2020,1.98
9687,251029306,austin,78702,Single Family,2015,660000,3,1.366666667,1,4,2019,1.98
9688,119623806,austin,78702,Single Family,2013,515900,1,1.3,1,7,2020,1.98
9689,29387788,austin,78702,Single Family,2016,170000,5,1.133333333,1,3,2020,1.98
9690,2077902783,austin,78702,Single Family,2017,749900,1,1.333333333,1,4,2019,1.98
9691,29386280,austin,78702,Single Family,1984,369900,5,1.033333333,1,9.333333333,2019,1.98
9692,29389772,austin,78702,Single Family,1940,540000,1,1.4,1,4.666666667,2020,1.98
9693,29387770,austin,78702,Single Family,1955,389900,1,1.5,1,3,2018,1.98
9694,29386269,austin,78702,Single Family,2018,329999,9,1,1,4,2019,1.98
9695,29388435,austin,78702,Single Family,1939,350000,1,1.366666667,1,8.333333333,2020,1.98
9696,144234258,austin,78702,Single Family,2019,649000,2,1.033333333,1,4,2020,1.98
9697,125917752,austin,78702,Single Family,2019,935000,1,1.366666667,1,4,2018,1.98
9698,29389745,austin,78702,Single Family,1985,300000,1,1.466666667,1,4,2018,1.98
9699,29386241,austin,78702,Single Family,1985,330000,4,1,1,4,2018,1.98
9700,29387737,austin,78702,Single Family,1920,199000,7,1.4,1,4,2018,1.98
9701,29387735,austin,78702,Single Family,1935,345000,4,1.433333333,1,7,2019,1.98
9702,29387727,austin,78702,Single Family,1925,780000,2,1.4,1,4,2020,1.98
9703,29386222,austin,78702,Single Family,1977,450000,2,1.033333333,1,3,2021,1.98
9704,29387721,austin,78702,Single Family,1930,439900,8,1.4,1,8.333333333,2020,1.98
9705,29386217,austin,78702,Single Family,2018,579900,5,1.066666667,1,4,2018,1.98
9706,29387710,austin,78702,Single Family,1939,600000,1,1.033333333,1,8.666666667,2018,1.98
9707,29389698,austin,78702,Single Family,1950,285000,1,1.333333333,1,4.666666667,2019,1.98
9708,29386191,austin,78702,Single Family,1942,475000,1,1,1,4,2020,1.98
9709,29387686,austin,78702,Single Family,2017,675000,4,0.966666667,1,4,2019,1.98
9710,29387684,austin,78702,Single Family,1939,629500,1,1,1,7,2018,1.98
9711,251029681,austin,78702,Condo,1968,395000,1,1.4,1,3,2019,1.98
9712,29386174,austin,78702,Single Family,1935,465000,4,1,1,4.666666667,2020,1.98
9713,29389671,austin,78702,Single Family,2001,399000,6,1.433333333,1,3,2018,1.98
9714,124843670,austin,78702,Condo,1930,350000,3,1.4,1,8.333333333,2020,1.98
9715,124841168,austin,78702,Single Family,2016,819000,12,1.4,1,4.666666667,2019,1.98
9716,29386159,austin,78702,Single Family,2017,310000,5,1,1,4.666666667,2018,1.98
9717,89547655,austin,78702,Single Family,2016,599000,14,1.5,1,8,2018,1.98
9718,124844651,austin,78702,Single Family,2013,339900,9,1.033333333,1,3,2020,1.98
9719,121658636,austin,78702,Single Family,2013,435000,1,1.4,1,7,2020,1.98
9720,29386134,austin,78702,Single Family,1931,439000,3,0.966666667,1,8,2019,1.98
9721,29389623,austin,78702,Single Family,1949,350000,1,1.366666667,1,4.666666667,2020,1.98
9722,241934621,austin,78702,Single Family,2015,559000,1,1.4,1,4.666666667,2019,1.98
9723,29389619,austin,78702,Single Family,2017,730000,3,1.433333333,1,4.666666667,2018,1.98
9724,29389617,austin,78702,Single Family,1925,94900,7,1.433333333,1,4.666666667,2019,1.98
9725,241934614,austin,78702,Single Family,2019,649000,1,1.433333333,1,3,2019,1.98
9726,29389614,austin,78702,Vacant Land,1925,319900,10,1.433333333,1,7,2020,1.98
9727,2093033613,austin,78702,Single Family,2019,515000,3,1,1,8,2018,1.98
9728,124836610,austin,78702,Condo,1955,535000,1,1.433333333,1,4.666666667,2018,1.98
9729,124844098,austin,78702,Single Family,2014,625000,1,1.433333333,1,4.666666667,2020,1.98
9730,29388426,austin,78702,Single Family,1948,515000,10,1.366666667,1,9.333333333,2020,1.98
9731,29387813,austin,78702,Single Family,2017,450000,1,1.033333333,1,4.666666667,2019,1.98
9732,29386092,austin,78702,Single Family,2020,115000,5,0.966666667,1,4.666666667,2018,1.98
9733,305429480,austin,78702,Single Family,2018,495000,2,1.466666667,1,4,2020,1.98
9734,29389585,austin,78702,Single Family,1928,399999,1,1.366666667,1,3,2019,1.98
9735,29388585,austin,78702,Single Family,2020,899000,7,1.4,1,4,2019,1.98
9736,121656895,austin,78702,Condo,2013,415000,2,1,1,7,2020,1.98
9737,241934573,austin,78702,Condo,2015,356000,1,1.333333333,1,4.666666667,2019,1.98
9738,29386070,austin,78702,Single Family,1996,475000,1,1.033333333,1,4,2020,1.98
9739,29388561,austin,78702,Single Family,2008,224900,7,1.4,1,4,2018,1.98
9740,29388556,austin,78702,Single Family,1945,550000,6,1.433333333,1,4.666666667,2018,1.98
9741,63835554,austin,78702,Vacant Land,1946,298000,2,1.366666667,1,4.666666667,2018,1.98
9742,251029228,austin,78702,Single Family,2019,580000,2,1,1,3,2018,1.98
9743,29388541,austin,78702,Single Family,1945,299997,1,1.366666667,1,8.666666667,2018,1.98
9744,29388540,austin,78702,Single Family,2002,475000,3,1.366666667,1,8,2020,1.98
9745,29389534,austin,78702,Single Family,1930,589000,4,1.4,1,4.666666667,2019,1.98
9746,89549030,austin,78702,Single Family,2008,470000,1,1.4,1,7,2018,1.98
9747,29386026,austin,78702,Single Family,2002,599980,2,0.933333333,1,4.666666667,2018,1.98
9748,29388519,austin,78702,Single Family,1920,399000,2,1.366666667,1,4.666666667,2018,1.98
9749,64702018,austin,78702,Single Family,2007,399900,5,1.5,1,4,2020,1.98
9750,29388454,austin,78702,Vacant Land,1948,255000,3,1.333333333,1,4,2018,1.98
9751,29389518,austin,78702,Single Family,1930,360000,3,1.4,1,8,2020,1.98
9752,29386009,austin,78702,Single Family,1988,499900,1,0.933333333,1,4.666666667,2018,1.98
9753,2125354507,austin,78702,Condo,2007,238900,2,1.433333333,1,4.666666667,2020,1.98
